record_type,population,emotion,trajectory,statistic,value,quintile,target_class,development_q20,development_q40,development_q60,development_q80
summary,assessment,signed_pressure,,reverses_before_decision_frequency,0.4758277880221278,,,,,,
summary,assessment,signed_pressure,,at_local_peak_at_decision_frequency,0.3476308827066464,,,,,,
correlation,assessment,signed_pressure,change,correlation_with_current_level,0.41507941465715975,,,,,,
correlation,assessment,signed_pressure,change,correlation_with_change,1.0,,,,,,
correlation,assessment,signed_pressure,change,correlation_with_acceleration,-0.2880148682455708,,,,,,
correlation,assessment,signed_pressure,change,correlation_with_reversal,0.023598724170840822,,,,,,
correlation,assessment,signed_pressure,change,correlation_with_recent_change,0.6109819727763318,,,,,,
correlation,assessment,signed_pressure,change,correlation_with_monotonic_persistence,0.7925277665647376,,,,,,
correlation,assessment,signed_pressure,change,correlation_with_peak_displacement,0.8489072069042467,,,,,,
correlation,assessment,signed_pressure,acceleration,correlation_with_current_level,-0.141329510387709,,,,,,
correlation,assessment,signed_pressure,acceleration,correlation_with_change,-0.2880148682455708,,,,,,
correlation,assessment,signed_pressure,acceleration,correlation_with_acceleration,1.0,,,,,,
correlation,assessment,signed_pressure,acceleration,correlation_with_reversal,-0.03386768955031469,,,,,,
correlation,assessment,signed_pressure,acceleration,correlation_with_recent_change,0.5821274226892476,,,,,,
correlation,assessment,signed_pressure,acceleration,correlation_with_monotonic_persistence,-0.12790999964116603,,,,,,
correlation,assessment,signed_pressure,acceleration,correlation_with_peak_displacement,-0.06489183831990526,,,,,,
correlation,assessment,signed_pressure,reversal,correlation_with_current_level,0.000963185003101677,,,,,,
correlation,assessment,signed_pressure,reversal,correlation_with_change,0.02359872417084082,,,,,,
correlation,assessment,signed_pressure,reversal,correlation_with_acceleration,-0.033867689550314696,,,,,,
correlation,assessment,signed_pressure,reversal,correlation_with_reversal,1.0,,,,,,
correlation,assessment,signed_pressure,reversal,correlation_with_recent_change,-0.00796042047141515,,,,,,
correlation,assessment,signed_pressure,reversal,correlation_with_monotonic_persistence,0.020050708976850337,,,,,,
correlation,assessment,signed_pressure,reversal,correlation_with_peak_displacement,0.1454150871826185,,,,,,
correlation,assessment,signed_pressure,recent_change,correlation_with_current_level,0.23560069243884682,,,,,,
correlation,assessment,signed_pressure,recent_change,correlation_with_change,0.6109819727763318,,,,,,
correlation,assessment,signed_pressure,recent_change,correlation_with_acceleration,0.5821274226892476,,,,,,
correlation,assessment,signed_pressure,recent_change,correlation_with_reversal,-0.007960420471415146,,,,,,
correlation,assessment,signed_pressure,recent_change,correlation_with_recent_change,1.0,,,,,,
correlation,assessment,signed_pressure,recent_change,correlation_with_monotonic_persistence,0.5671767375778193,,,,,,
correlation,assessment,signed_pressure,recent_change,correlation_with_peak_displacement,0.6671426676899074,,,,,,
correlation,assessment,signed_pressure,monotonic_persistence,correlation_with_current_level,0.3561949262567181,,,,,,
correlation,assessment,signed_pressure,monotonic_persistence,correlation_with_change,0.7925277665647376,,,,,,
correlation,assessment,signed_pressure,monotonic_persistence,correlation_with_acceleration,-0.12790999964116603,,,,,,
correlation,assessment,signed_pressure,monotonic_persistence,correlation_with_reversal,0.02005070897685034,,,,,,
correlation,assessment,signed_pressure,monotonic_persistence,correlation_with_recent_change,0.5671767375778193,,,,,,
correlation,assessment,signed_pressure,monotonic_persistence,correlation_with_monotonic_persistence,1.0,,,,,,
correlation,assessment,signed_pressure,monotonic_persistence,correlation_with_peak_displacement,0.6815981386432758,,,,,,
correlation,assessment,signed_pressure,peak_displacement,correlation_with_current_level,0.31398600790859266,,,,,,
correlation,assessment,signed_pressure,peak_displacement,correlation_with_change,0.8489072069042468,,,,,,
correlation,assessment,signed_pressure,peak_displacement,correlation_with_acceleration,-0.06489183831990526,,,,,,
correlation,assessment,signed_pressure,peak_displacement,correlation_with_reversal,0.1454150871826185,,,,,,
correlation,assessment,signed_pressure,peak_displacement,correlation_with_recent_change,0.6671426676899074,,,,,,
correlation,assessment,signed_pressure,peak_displacement,correlation_with_monotonic_persistence,0.6815981386432758,,,,,,
correlation,assessment,signed_pressure,peak_displacement,correlation_with_peak_displacement,1.0,,,,,,
summary,assessment,signed_exhaustion,,level_mean,0.09980243252603688,,,,,,
summary,assessment,signed_exhaustion,,level_standard_deviation,1.4132602703704809,,,,,,
summary,assessment,signed_exhaustion,,change_mean,0.025921469380970223,,,,,,
summary,assessment,signed_exhaustion,,change_standard_deviation,1.623226829749474,,,,,,
summary,assessment,signed_exhaustion,,acceleration_mean,-0.015694463301776918,,,,,,
summary,assessment,signed_exhaustion,,acceleration_standard_deviation,2.4042650996797197,,,,,,
summary,assessment,signed_exhaustion,,reversal_frequency,0.6010582858975387,,,,,,
summary,assessment,signed_exhaustion,,persistence_frequency,0.3989417141024613,,,,,,
summary,assessment,signed_exhaustion,,peak_displacement_mean,-0.7809653165104478,,,,,,
summary,assessment,signed_exhaustion,,peak_displacement_standard_deviation,1.078702463269255,,,,,,
summary,assessment,signed_exhaustion,,level_change_opposite_sign_frequency,0.299206285576846,,,,,,
summary,assessment,signed_exhaustion,,reverses_before_decision_frequency,0.6010582858975387,,,,,,
summary,assessment,signed_exhaustion,,at_local_peak_at_decision_frequency,0.3280686282369919,,,,,,
correlation,assessment,signed_exhaustion,change,correlation_with_current_level,0.6287950253511688,,,,,,
correlation,assessment,signed_exhaustion,change,correlation_with_change,1.0,,,,,,
correlation,assessment,signed_exhaustion,change,correlation_with_acceleration,-0.189652786062866,,,,,,
correlation,assessment,signed_exhaustion,change,correlation_with_reversal,-0.00770924524903887,,,,,,
correlation,assessment,signed_exhaustion,change,correlation_with_recent_change,0.4432405396804437,,,,,,
correlation,assessment,signed_exhaustion,change,correlation_with_monotonic_persistence,0.6226265943399227,,,,,,
correlation,assessment,signed_exhaustion,change,correlation_with_peak_displacement,0.7127365103538288,,,,,,
correlation,assessment,signed_exhaustion,acceleration,correlation_with_current_level,0.0982380400215927,,,,,,
correlation,assessment,signed_exhaustion,acceleration,correlation_with_change,-0.18965278606286604,,,,,,
correlation,assessment,signed_exhaustion,acceleration,correlation_with_acceleration,1.0,,,,,,
correlation,assessment,signed_exhaustion,acceleration,correlation_with_reversal,-0.007612335226486881,,,,,,
correlation,assessment,signed_exhaustion,acceleration,correlation_with_recent_change,0.7960722953359737,,,,,,
correlation,assessment,signed_exhaustion,acceleration,correlation_with_monotonic_persistence,-0.054000485523989616,,,,,,
correlation,assessment,signed_exhaustion,acceleration,correlation_with_peak_displacement,0.1865913008542157,,,,,,
correlation,assessment,signed_exhaustion,reversal,correlation_with_current_level,-0.011015722384698244,,,,,,
correlation,assessment,signed_exhaustion,reversal,correlation_with_change,-0.007709245249038888,,,,,,
correlation,assessment,signed_exhaustion,reversal,correlation_with_acceleration,-0.007612335226486884,,,,,,
correlation,assessment,signed_exhaustion,reversal,correlation_with_reversal,1.0,,,,,,
correlation,assessment,signed_exhaustion,reversal,correlation_with_recent_change,-0.01170173726513752,,,,,,
correlation,assessment,signed_exhaustion,reversal,correlation_with_monotonic_persistence,-0.0077903446891712394,,,,,,
correlation,assessment,signed_exhaustion,reversal,correlation_with_peak_displacement,-0.0010820776171132113,,,,,,
correlation,assessment,signed_exhaustion,recent_change,correlation_with_current_level,0.47727043706095473,,,,,,
correlation,assessment,signed_exhaustion,recent_change,correlation_with_change,0.4432405396804437,,,,,,
correlation,assessment,signed_exhaustion,recent_change,correlation_with_acceleration,0.7960722953359737,,,,,,
correlation,assessment,signed_exhaustion,recent_change,correlation_with_reversal,-0.011701737265137504,,,,,,
correlation,assessment,signed_exhaustion,recent_change,correlation_with_recent_change,1.0,,,,,,
correlation,assessment,signed_exhaustion,recent_change,correlation_with_monotonic_persistence,0.33447877145807925,,,,,,
correlation,assessment,signed_exhaustion,recent_change,correlation_with_peak_displacement,0.6096750373265566,,,,,,
correlation,assessment,signed_exhaustion,monotonic_persistence,correlation_with_current_level,0.39483131476102123,,,,,,
correlation,assessment,signed_exhaustion,monotonic_persistence,correlation_with_change,0.6226265943399227,,,,,,
correlation,assessment,signed_exhaustion,monotonic_persistence,correlation_with_acceleration,-0.054000485523989616,,,,,,
correlation,assessment,signed_exhaustion,monotonic_persistence,correlation_with_reversal,-0.007790344689171248,,,,,,
correlation,assessment,signed_exhaustion,monotonic_persistence,correlation_with_recent_change,0.3344787714580792,,,,,,
correlation,assessment,signed_exhaustion,monotonic_persistence,correlation_with_monotonic_persistence,1.0,,,,,,
correlation,assessment,signed_exhaustion,monotonic_persistence,correlation_with_peak_displacement,0.4610479869700028,,,,,,
correlation,assessment,signed_exhaustion,peak_displacement,correlation_with_current_level,0.5072127484263563,,,,,,
correlation,assessment,signed_exhaustion,peak_displacement,correlation_with_change,0.7127365103538288,,,,,,
correlation,assessment,signed_exhaustion,peak_displacement,correlation_with_acceleration,0.1865913008542157,,,,,,
correlation,assessment,signed_exhaustion,peak_displacement,correlation_with_reversal,-0.0010820776171132022,,,,,,
correlation,assessment,signed_exhaustion,peak_displacement,correlation_with_recent_change,0.6096750373265567,,,,,,
correlation,assessment,signed_exhaustion,peak_displacement,correlation_with_monotonic_persistence,0.4610479869700029,,,,,,
correlation,assessment,signed_exhaustion,peak_displacement,correlation_with_peak_displacement,1.0,,,,,,
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.09580514208389716,1,REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.3607577807848444,1,UNREGISTERED_LOOP,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.5434370771312584,1,NO_REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.08876860622462787,2,REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.413531799729364,2,UNREGISTERED_LOOP,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.4976995940460081,2,NO_REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.07336220898754738,3,REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.40498105035192206,3,UNREGISTERED_LOOP,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.5216567406605306,3,NO_REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.06820027063599458,4,REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.4027063599458728,4,UNREGISTERED_LOOP,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.5290933694181326,4,NO_REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.05953991880920163,5,REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.3726657645466847,5,UNREGISTERED_LOOP,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,change,target_class_rate,0.5677943166441136,5,NO_REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.06853582554517133,1,REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.3052959501557632,1,UNREGISTERED_LOOP,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.6261682242990654,1,NO_REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.0740895772289661,2,REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.3721222268731687,2,UNREGISTERED_LOOP,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.5537881958978652,2,NO_REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.06705059646236117,3,REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.3706293706293706,3,UNREGISTERED_LOOP,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.5623200329082682,3,NO_REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.062191884717481986,4,REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.37770193401592717,4,UNREGISTERED_LOOP,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.5601061812665908,4,NO_REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.05236547490068617,5,REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.35102925243770317,5,UNREGISTERED_LOOP,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,assessment,arousal,change,target_class_rate,0.5966052726616107,5,NO_REGISTERED_COMPLETION,-0.20895096325898688,-0.08792016555899049,0.024897887302101226,0.17587244493682128
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.07848443843031123,1,REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.35805142083897157,1,UNREGISTERED_LOOP,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.5634641407307172,1,NO_REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.08552097428958051,2,REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.38051420838971584,2,UNREGISTERED_LOOP,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.5339648173207037,2,NO_REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.07931781266919329,3,REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.41580942068218735,3,UNREGISTERED_LOOP,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.5048727666486194,3,NO_REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.08037889039242219,4,REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.39918809201623817,4,UNREGISTERED_LOOP,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.5204330175913396,4,NO_REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.06197564276048714,5,REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.40108254397834914,5,UNREGISTERED_LOOP,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,acceleration,target_class_rate,0.5369418132611637,5,NO_REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.056383407168747485,1,REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.3374949657672171,1,UNREGISTERED_LOOP,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.6061216270640355,1,NO_REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.07961399276236429,2,REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.34620024125452353,2,UNREGISTERED_LOOP,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.5741857659831122,2,NO_REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.07456670697299476,3,REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.3776702942361951,3,UNREGISTERED_LOOP,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.5477629987908101,3,NO_REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.0623015873015873,4,REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.36904761904761907,4,UNREGISTERED_LOOP,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.5686507936507936,4,NO_REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.049160671462829736,5,REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.35091926458832934,5,UNREGISTERED_LOOP,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,assessment,arousal,acceleration,target_class_rate,0.5999200639488409,5,NO_REGISTERED_COMPLETION,-0.16037362675788194,-0.03461007302326225,0.05909974472847105,0.16296017287623082
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.1020297699594046,1,REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.3382949932341001,1,UNREGISTERED_LOOP,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.5596752368064952,1,NO_REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.08930987821380243,2,REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.39756427604871447,2,UNREGISTERED_LOOP,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.5131258457374831,2,NO_REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.08067135896047645,3,REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.4147265836491608,3,UNREGISTERED_LOOP,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.5046020573903628,3,NO_REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.060081190798376184,4,REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.4173207036535859,4,UNREGISTERED_LOOP,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.5225981055480379,4,NO_REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.053585926928281465,5,REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.38673883626522326,5,UNREGISTERED_LOOP,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,recent_change,target_class_rate,0.5596752368064952,5,NO_REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.0781456953642384,1,REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.295364238410596,1,UNREGISTERED_LOOP,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.6264900662251656,1,NO_REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.07170795306388526,2,REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.3559322033898305,2,UNREGISTERED_LOOP,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.5723598435462842,2,NO_REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.059613106987761545,3,REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.37544413738649823,3,UNREGISTERED_LOOP,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.5649427556257403,3,NO_REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.0664349169563538,4,REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.3889532638084202,4,UNREGISTERED_LOOP,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.544611819235226,4,NO_REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.04955116696588869,5,REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.35834829443447036,5,UNREGISTERED_LOOP,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,assessment,arousal,recent_change,target_class_rate,0.592100538599641,5,NO_REGISTERED_COMPLETION,-0.10379857001506361,-0.05049152297854106,0.005948537001006096,0.08381229501988824
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.09553450608930988,1,REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.35805142083897157,1,UNREGISTERED_LOOP,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.5464140730717185,1,NO_REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.0925575101488498,2,REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.39918809201623817,2,UNREGISTERED_LOOP,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
development_frozen_quintile_target_rate,development,arousal,peak_displacement,target_class_rate,0.508254397834912,2,NO_REGISTERED_COMPLETION,-0.2118747268669019,-0.11503781105140692,-0.04342725059136314,0.0
