period,session,checkpoint,vti_proxy,opening_state,opening_sign,event_id,eligible_stock_count,acted_stock_count,included_in_total_event_count,included_in_positive_count,included_in_negative_count,exact_explanation
development,2024-09-12,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-52c2cf486919f8425e0b31a6,3,3,True,False,True,"Corrected common population: the severe VTI event contains 3 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
development,2024-09-19,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-3f0f5f88cff5c5f5d073e822,0,0,False,False,False,All-market severe VTI session with zero eligible checkpoint-6 stock episodes; excluded from the corrected common-population total and signed counts. The prior mislabeled signed column included this session.
development,2024-10-01,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-9a2cdc33dd258ffe80bc1790,1,1,True,False,True,"Corrected common population: the severe VTI event contains 1 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
development,2024-10-04,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-e2928efa57ae0e0280c3d164,5,5,True,False,True,"Corrected common population: the severe VTI event contains 5 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
development,2024-10-17,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-d0379557390b7017fe3ac4ca,2,2,True,False,True,"Corrected common population: the severe VTI event contains 2 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
development,2024-10-31,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-c7ac4186ba0539bdfe8c7a06,0,0,False,False,False,All-market severe VTI session with zero eligible checkpoint-6 stock episodes; excluded from the corrected common-population total and signed counts. The prior mislabeled signed column included this session.
development,2024-11-01,6,VTI,POSITIVE_SEVERE_OPENING_TRANSITION,1,opening-transition-v1-dccd659ae662ec86961e6c3f,0,0,False,False,False,All-market severe VTI session with zero eligible checkpoint-6 stock episodes; excluded from the corrected common-population total and signed counts. The prior mislabeled signed column included this session.
development,2024-11-05,6,VTI,POSITIVE_SEVERE_OPENING_TRANSITION,1,opening-transition-v1-def53bf544b9a60c88d0b4b6,0,0,False,False,False,All-market severe VTI session with zero eligible checkpoint-6 stock episodes; excluded from the corrected common-population total and signed counts. The prior mislabeled signed column included this session.
development,2024-11-06,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-ef640c017757db84a8acd452,2,2,True,False,True,"Corrected common population: the severe VTI event contains 2 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
development,2024-11-20,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-037f221681e8a5afe4c4cd51,4,4,True,False,True,"Corrected common population: the severe VTI event contains 4 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
development,2024-11-21,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-eb91820d78dbb495c332b395,2,2,True,False,True,"Corrected common population: the severe VTI event contains 2 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
development,2024-11-22,6,VTI,POSITIVE_SEVERE_OPENING_TRANSITION,1,opening-transition-v1-46612ea91ff6240895ec23da,2,2,True,True,False,"Corrected common population: the severe VTI event contains 2 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
development,2024-12-30,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-0339ecd1558f94de91ff574a,2,2,True,False,True,"Corrected common population: the severe VTI event contains 2 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
stress,2025-09-02,6,VTI,POSITIVE_SEVERE_OPENING_TRANSITION,1,opening-transition-v1-5e82122add0c135643e857d8,0,0,False,False,False,All-market severe VTI session with zero eligible checkpoint-6 stock episodes; excluded from the corrected common-population total and signed counts. The prior mislabeled signed column included this session.
stress,2025-09-25,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-6e6533d2a0f9494739eeeb59,9,9,True,False,True,"Corrected common population: the severe VTI event contains 9 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
stress,2025-09-26,6,VTI,POSITIVE_SEVERE_OPENING_TRANSITION,1,opening-transition-v1-9cc6a7c67066e7a4be540c70,6,6,True,True,False,"Corrected common population: the severe VTI event contains 6 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
stress,2025-10-13,6,VTI,POSITIVE_SEVERE_OPENING_TRANSITION,1,opening-transition-v1-61559947c920775a7f91b74f,0,0,False,False,False,All-market severe VTI session with zero eligible checkpoint-6 stock episodes; excluded from the corrected common-population total and signed counts. The prior mislabeled signed column included this session.
stress,2025-10-23,6,VTI,POSITIVE_SEVERE_OPENING_TRANSITION,1,opening-transition-v1-4efb3aea6c22a7ca0a83fc8c,7,7,True,True,False,"Corrected common population: the severe VTI event contains 7 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
stress,2025-11-03,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-ba3f6d85121bd80d80ab4ff9,0,0,False,False,False,All-market severe VTI session with zero eligible checkpoint-6 stock episodes; excluded from the corrected common-population total and signed counts. The prior mislabeled signed column included this session.
stress,2025-11-04,6,VTI,POSITIVE_SEVERE_OPENING_TRANSITION,1,opening-transition-v1-0a25543a40ea52f3e054546d,9,9,True,True,False,"Corrected common population: the severe VTI event contains 9 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
stress,2025-11-05,6,VTI,POSITIVE_SEVERE_OPENING_TRANSITION,1,opening-transition-v1-fff6a1d1e080c3c8f0da071f,8,8,True,True,False,"Corrected common population: the severe VTI event contains 8 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
stress,2025-11-06,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-23a3c773bc96bd9c8b4fcdff,10,10,True,False,True,"Corrected common population: the severe VTI event contains 10 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
stress,2025-11-14,6,VTI,POSITIVE_SEVERE_OPENING_TRANSITION,1,opening-transition-v1-daa908eafbb1b43c93e46488,14,14,True,True,False,"Corrected common population: the severe VTI event contains 14 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
stress,2025-11-17,6,VTI,POSITIVE_SEVERE_OPENING_TRANSITION,1,opening-transition-v1-b395adced9db69e74a58540a,0,0,False,False,False,All-market severe VTI session with zero eligible checkpoint-6 stock episodes; excluded from the corrected common-population total and signed counts. The prior mislabeled signed column included this session.
stress,2025-11-18,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-d004ef617fa18b228ea473e4,9,9,True,False,True,"Corrected common population: the severe VTI event contains 9 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
stress,2025-11-19,6,VTI,POSITIVE_SEVERE_OPENING_TRANSITION,1,opening-transition-v1-c3397cc917725f8eace3063f,8,8,True,True,False,"Corrected common population: the severe VTI event contains 8 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
stress,2025-12-04,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-6ee3a496ec9d2dcd9fc94ad4,5,5,True,False,True,"Corrected common population: the severe VTI event contains 5 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
stress,2025-12-11,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-ed8bb5bba4aa5cea57d2d6a3,5,5,True,False,True,"Corrected common population: the severe VTI event contains 5 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
stress,2025-12-15,6,VTI,NEGATIVE_SEVERE_OPENING_TRANSITION,-1,opening-transition-v1-6b6810c9ac5a13c9b16d0661,0,0,False,False,False,All-market severe VTI session with zero eligible checkpoint-6 stock episodes; excluded from the corrected common-population total and signed counts. The prior mislabeled signed column included this session.
stress,2025-12-16,6,VTI,POSITIVE_SEVERE_OPENING_TRANSITION,1,opening-transition-v1-2e5f9d7349b42bc2b3d923e1,4,4,True,True,False,"Corrected common population: the severe VTI event contains 4 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
stress,2025-12-19,6,VTI,POSITIVE_SEVERE_OPENING_TRANSITION,1,opening-transition-v1-7d39a20dc68631169b8d2be1,7,7,True,True,False,"Corrected common population: the severe VTI event contains 7 eligible checkpoint-6 stock episode(s), contributes once to the total, and contributes to exactly one signed count. The prior signed columns counted all severe VTI sessions while the total counted only events with eligible stocks."
