representation,period,previous_state,current_state,loop_pair_id,loop_orientation,rows,stocks,sessions,closure_rate,same_current_state_other_predecessor_rate,closure_lift,bootstrap_ci_low,bootstrap_ci_high,p_value,supported,bootstrap_draws,bootstrap_seed,q_value
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,0,7,loop_p_0-7-0,0->7->0,200,20,108,0.125,0.356993190152,-0.231993190152,-0.278910136532,-0.18117346084,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,1,0,loop_p_0-1-0,1->0->1,77,18,36,0.12987012987,0.599096191091,-0.469226061221,,,,False,2000,20260720,
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,1,2,loop_p_1-2-1,1->2->1,493,22,165,0.204868154158,0.444234404537,-0.239366250379,-0.282722301811,-0.200359585605,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,1,3,loop_p_1-3-1,1->3->1,5253,22,250,0.180087569008,0.40885040885,-0.228762839842,-0.246060736861,-0.212143465988,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,1,4,loop_p_1-4-1,1->4->1,2811,22,249,0.329420135183,0.505823148814,-0.176403013631,-0.201204963311,-0.1521537344,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,1,5,loop_p_1-5-1,1->5->1,363,22,150,0.250688705234,0.537421827718,-0.286733122484,-0.338738310809,-0.236546240452,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,1,6,loop_p_1-6-1,1->6->1,8036,22,250,0.576530612245,0.27543205693,0.301098555315,0.279827466187,0.321591602272,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,1,7,loop_p_1-7-1,1->7->1,727,22,223,0.159559834938,0.370656913771,-0.211097078833,-0.242453138434,-0.180532110576,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,2,0,loop_p_0-2-0,2->0->2,723,22,160,0.926694329184,0.296788482835,0.629905846349,0.583025810785,0.677516995064,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,2,1,loop_p_1-2-1,2->1->2,544,22,167,0.227941176471,0.40875521781,-0.18081404134,-0.215863412274,-0.146048872819,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,2,3,loop_p_2-3-2,2->3->2,1195,22,205,0.323849372385,0.342305831115,-0.0184564587305,-0.0473957665578,0.00884400375244,0.181909045477,True,2000,20260720,0.186043341965
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,2,4,loop_p_2-4-2,2->4->2,266,22,123,0.402255639098,0.456526315789,-0.0542706766917,-0.122729358413,0.0139270699479,0.123938030985,True,2000,20260720,0.129702590565
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,2,5,loop_p_2-5-2,2->5->2,514,22,157,0.61673151751,0.507282563462,0.109448954047,0.0533538637756,0.164099963404,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,2,6,loop_p_2-6-2,2->6->2,1280,22,222,0.290625,0.387011296546,-0.096386296546,-0.124745236455,-0.0687677495242,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,2,7,loop_p_2-7-2,2->7->2,423,22,164,0.408983451537,0.347767435586,0.0612160159505,0.00753130406887,0.119737688762,0.0309845077461,True,2000,20260720,0.0340073865506
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,3,0,loop_p_0-3-0,3->0->3,110,20,52,0.190909090909,0.604881266491,-0.413972175582,,,,False,2000,20260720,
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,3,1,loop_p_1-3-1,3->1->3,2619,22,249,0.373424971363,0.408404069592,-0.0349790982293,-0.0613740799464,-0.00935589054068,0.00599700149925,True,2000,20260720,0.00674662668666
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,3,2,loop_p_2-3-2,3->2->3,1179,22,200,0.547921967769,0.38527607362,0.16264589415,0.125536396692,0.196075893184,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,3,4,loop_p_3-4-3,3->4->3,4247,22,248,0.60113020956,0.342634535242,0.258495674318,0.235820747209,0.28048510932,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,3,5,loop_p_3-5-3,3->5->3,39,19,27,0,0.521681499716,-0.521681499716,,,,False,2000,20260720,
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,3,6,loop_p_3-6-3,3->6->3,7312,22,250,0.330552516411,0.405710963241,-0.0751584468291,-0.0973776811919,-0.0527656447202,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,3,7,loop_p_3-7-3,3->7->3,1168,22,229,0.523116438356,0.320935812837,0.202180625519,0.160296334361,0.243944926217,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,4,0,loop_p_0-4-0,4->0->4,30,10,28,0.0666666666667,0.586466165414,-0.519799498747,,,,False,2000,20260720,
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,4,1,loop_p_1-4-1,4->1->4,2207,22,247,0.266878115088,0.421371086178,-0.154492971089,-0.179364632835,-0.13042139022,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,4,2,loop_p_2-4-2,4->2->4,265,21,123,0.320754716981,0.427139707356,-0.106384990375,-0.170748383427,-0.0411889525316,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,4,3,loop_p_3-4-3,4->3->4,4053,22,249,0.424377004688,0.316366827556,0.108010177132,0.085833383291,0.130402533625,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,4,5,loop_p_4-5-4,4->5->4,135,22,92,0.177777777778,0.526711668274,-0.348933890496,,,,False,2000,20260720,
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,4,6,loop_p_4-6-4,4->6->4,2382,22,248,0.230898404702,0.399186633348,-0.168288228646,-0.191443155596,-0.146003528204,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,4,7,loop_p_4-7-4,4->7->4,291,22,152,0.237113402062,0.355467196819,-0.118353794757,-0.1750625266,-0.0544461481087,0.00299850074963,True,2000,20260720,0.00355085615087
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,5,0,loop_p_0-5-0,5->0->5,227,22,107,0.396475770925,0.606147248034,-0.209671477109,-0.315923826785,-0.105216258919,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,5,1,loop_p_1-5-1,5->1->5,1252,22,231,0.174920127796,0.419568361331,-0.244648233535,-0.269980157397,-0.219804132715,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,5,2,loop_p_2-5-2,5->2->5,570,22,177,0.338596491228,0.431895815542,-0.0932993243142,-0.148440412352,-0.0388711262484,0.00299850074963,True,2000,20260720,0.00355085615087
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,5,3,loop_p_3-5-3,5->3->5,2,2,2,0,0.341100141044,-0.341100141044,,,,False,2000,20260720,
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,5,4,loop_p_4-5-4,5->4->5,139,18,96,0.165467625899,0.459229251065,-0.293761625165,,,,False,2000,20260720,
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,5,6,loop_p_5-6-5,5->6->5,1758,22,243,0.151308304892,0.400846289165,-0.249537984273,-0.274514237509,-0.225180001942,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,5,7,loop_p_5-7-5,5->7->5,3718,22,249,0.366057019903,0.337542496357,0.0285145235457,-0.00184993146525,0.059203286457,0.0699650174913,True,2000,20260720,0.0749625187406
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,6,0,loop_p_0-6-0,6->0->6,231,19,61,0.320346320346,0.61935483871,-0.299008518363,-0.370063136122,-0.233368266521,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,6,1,loop_p_1-6-1,6->1->6,11272,22,250,0.496983676366,0.271424981151,0.225558695215,0.20545956791,0.245074190026,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,6,2,loop_p_2-6-2,6->2->6,967,22,213,0.432264736298,0.41940751108,0.0128572252178,-0.0236175494,0.0493927706766,0.468765617191,True,2000,20260720,0.468765617191
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,6,3,loop_p_3-6-3,6->3->6,4882,22,250,0.520893076608,0.272713117945,0.248179958663,0.226476018655,0.27035263665,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,6,4,loop_p_4-6-4,6->4->6,1746,22,245,0.400343642612,0.466957605985,-0.0666139633734,-0.0941779730606,-0.0393243749458,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,6,5,loop_p_5-6-5,6->5->6,1165,22,211,0.572532188841,0.502527075812,0.0700051130289,0.0218426552562,0.119801947184,0.00599700149925,True,2000,20260720,0.00674662668666
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,6,7,loop_p_6-7-6,6->7->6,1309,22,233,0.302521008403,0.360808947449,-0.0582879390457,-0.0882872313297,-0.0296354907923,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,7,0,loop_p_0-7-0,7->0->7,228,22,120,0.311403508772,0.62017167382,-0.308768165048,-0.383734123821,-0.234956378661,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,7,1,loop_p_1-7-1,7->1->7,1294,22,246,0.191653786708,0.418933987511,-0.227280200803,-0.252135631183,-0.201518761229,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,7,2,loop_p_2-7-2,7->2->7,723,22,205,0.26694329184,0.446479805782,-0.179536513943,-0.219384135678,-0.140591340278,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,7,3,loop_p_3-7-3,7->3->7,2309,22,248,0.194456474664,0.363017252562,-0.168560777898,-0.192171166386,-0.144467404487,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,7,4,loop_p_4-7-4,7->4->7,533,22,196,0.251407129456,0.466803855735,-0.215396726279,-0.257362315683,-0.172171090098,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,7,5,loop_p_5-7-5,7->5->7,2824,22,243,0.561260623229,0.46875,0.0925106232295,0.051949521949,0.13178589622,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HARD_SEMANTIC,ASSESSMENT_2025,7,6,loop_p_6-7-6,7->6->7,1892,22,247,0.229915433404,0.395329920092,-0.165414486688,-0.192200117977,-0.137697455011,0.000999500249875,True,2000,20260720,0.00124937531234
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,0,1,loop_p_0-1-0,0->1->0,43,16,27,0.0697674418605,0.39108696994,-0.32131952808,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,0,2,loop_p_0-2-0,0->2->0,977,22,180,0.560900716479,0.376390773406,0.184509943073,0.134449868477,0.232534411077,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,0,3,loop_p_0-3-0,0->3->0,32,14,24,0.03125,0.338042509864,-0.306792509864,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,0,4,loop_p_0-4-0,0->4->0,24,7,21,0.125,0.451037537888,-0.326037537888,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,0,5,loop_p_0-5-0,0->5->0,261,22,118,0.241379310345,0.52887807037,-0.287498760025,-0.35339868447,-0.224692609395,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,0,6,loop_p_0-6-0,0->6->0,128,19,47,0.1953125,0.361850121852,-0.166537621852,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,0,7,loop_p_0-7-0,0->7->0,189,20,107,0.132275132275,0.33932550884,-0.207050376565,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,1,0,loop_p_0-1-0,1->0->1,63,18,32,0.111111111111,0.603021978022,-0.491910866911,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,1,2,loop_p_1-2-1,1->2->1,415,21,155,0.219277108434,0.434188839181,-0.214911730747,-0.255764690038,-0.171131490658,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,1,3,loop_p_1-3-1,1->3->1,4510,22,250,0.161640798226,0.407974368103,-0.246333569876,-0.263734398929,-0.229308458799,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,1,4,loop_p_1-4-1,1->4->1,2280,22,247,0.284210526316,0.509965200886,-0.22575467457,-0.254462204097,-0.19833482071,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,1,5,loop_p_1-5-1,1->5->1,296,22,134,0.243243243243,0.530999107939,-0.287755864696,-0.351339632848,-0.227247793599,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,1,6,loop_p_1-6-1,1->6->1,6664,22,250,0.550270108043,0.264817629179,0.285452478864,0.261725405478,0.308907992167,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,1,7,loop_p_1-7-1,1->7->1,619,22,211,0.140549273021,0.352642437708,-0.212093164687,-0.24429987782,-0.179116466365,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,2,0,loop_p_0-2-0,2->0->2,681,22,150,0.933920704846,0.297136038186,0.63678466666,0.584741358751,0.687576195426,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,2,1,loop_p_1-2-1,2->1->2,484,22,164,0.202479338843,0.396002538071,-0.193523199228,-0.227414494476,-0.159218736588,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,2,3,loop_p_2-3-2,2->3->2,1076,22,200,0.331784386617,0.337832310838,-0.00604792422135,-0.0356738867656,0.0213448350844,0.681659170415,True,2000,20260720,0.681659170415
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,2,4,loop_p_2-4-2,2->4->2,259,22,118,0.401544401544,0.451636102122,-0.0500917005771,-0.12416793534,0.0178805612413,0.142928535732,True,2000,20260720,0.157221389305
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,2,5,loop_p_2-5-2,2->5->2,446,22,151,0.632286995516,0.500922934933,0.131364060583,0.0700645385893,0.189445814901,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,2,6,loop_p_2-6-2,2->6->2,1100,22,218,0.297272727273,0.364505447554,-0.0672327202812,-0.0962511090515,-0.0387181322835,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,2,7,loop_p_2-7-2,2->7->2,306,22,133,0.375816993464,0.331720592682,0.0440964007819,-0.0121265415396,0.101706902998,0.123938030985,True,2000,20260720,0.139827522136
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,3,0,loop_p_0-3-0,3->0->3,114,20,55,0.157894736842,0.617081850534,-0.459187113692,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,3,1,loop_p_1-3-1,3->1->3,2139,22,247,0.374006545115,0.392697624956,-0.0186910798411,-0.0499474069256,0.0121818716119,0.223888055972,True,2000,20260720,0.240270108848
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,3,2,loop_p_2-3-2,3->2->3,1067,22,189,0.540768509841,0.377746870654,0.163021639187,0.119349625271,0.203717941012,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,3,4,loop_p_3-4-3,3->4->3,3824,22,247,0.614278242678,0.318752616157,0.29552562652,0.269693075988,0.320080369492,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,3,5,loop_p_3-5-3,3->5->3,36,19,30,0,0.517074198988,-0.517074198988,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,3,6,loop_p_3-6-3,3->6->3,6600,22,250,0.321818181818,0.380217785844,-0.0583996040257,-0.0845705021501,-0.0323167240079,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,3,7,loop_p_3-7-3,3->7->3,926,22,222,0.496760259179,0.308475141808,0.188285117371,0.144002748788,0.235366667694,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,4,0,loop_p_0-4-0,4->0->4,33,10,31,0.0909090909091,0.593539703903,-0.502630612994,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,4,1,loop_p_1-4-1,4->1->4,1654,22,242,0.264207980653,0.404523646333,-0.14031566568,-0.16776983572,-0.113279791494,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,4,2,loop_p_2-4-2,4->2->4,244,22,121,0.344262295082,0.41896785876,-0.0747055636777,-0.145451253184,-0.0108769204561,0.015992003998,True,2000,20260720,0.0195457826642
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,4,3,loop_p_3-4-3,4->3->4,3680,22,249,0.425815217391,0.310459141389,0.115356076002,0.092397068887,0.137514938574,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,4,5,loop_p_4-5-4,4->5->4,133,22,91,0.187969924812,0.522487626426,-0.334517701614,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,4,6,loop_p_4-6-4,4->6->4,2138,22,246,0.23012160898,0.376569037657,-0.146447428677,-0.170155881587,-0.122141412089,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,4,7,loop_p_4-7-4,4->7->4,280,22,149,0.253571428571,0.337048192771,-0.0834767641997,-0.144477318045,-0.0174634522162,0.0169915042479,True,2000,20260720,0.0202061131596
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,5,0,loop_p_0-5-0,5->0->5,210,22,103,0.4,0.61191749427,-0.21191749427,-0.325761442557,-0.101567194714,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,5,1,loop_p_1-5-1,5->1->5,1201,22,228,0.142381348876,0.410024596158,-0.267643247282,-0.293894979377,-0.239924373518,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,5,2,loop_p_2-5-2,5->2->5,529,22,173,0.323251417769,0.426808613598,-0.103557195828,-0.167905600438,-0.0408044821144,0.00199900049975,True,2000,20260720,0.00251302919969
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,5,3,loop_p_3-5-3,5->3->5,14,10,12,0,0.337719298246,-0.337719298246,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,5,4,loop_p_4-5-4,5->4->5,137,20,95,0.175182481752,0.45457767277,-0.279395191018,,,,False,2000,20260720,
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,5,6,loop_p_5-6-5,5->6->5,1486,22,245,0.128532974428,0.379594285091,-0.251061310663,-0.274403679703,-0.226530121902,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,5,7,loop_p_5-7-5,5->7->5,3555,22,249,0.350773558368,0.315601783061,0.0351717753076,0.0033454073257,0.0671093361533,0.0299850074963,True,2000,20260720,0.0347194823641
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,6,0,loop_p_0-6-0,6->0->6,213,19,63,0.361502347418,0.618683001531,-0.257180654114,-0.32452818393,-0.186098873614,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,6,1,loop_p_1-6-1,6->1->6,9549,22,250,0.483925018327,0.256609410007,0.227315608319,0.206078266053,0.248677268914,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,6,2,loop_p_2-6-2,6->2->6,813,22,205,0.40467404674,0.417251234087,-0.0125771873463,-0.0498973886526,0.0276245879192,0.56271864068,True,2000,20260720,0.575805120695
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,6,3,loop_p_3-6-3,6->3->6,4399,22,250,0.526483291657,0.264122675597,0.26236061606,0.239716979635,0.284912984019,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,6,4,loop_p_4-6-4,6->4->6,1566,22,243,0.396551724138,0.462052302445,-0.0655005783066,-0.0958170551528,-0.035329005213,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,6,5,loop_p_5-6-5,6->5->6,975,22,203,0.537435897436,0.506964520368,0.030471377068,-0.0250211505516,0.0889261378551,0.268865567216,True,2000,20260720,0.281668689465
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,6,7,loop_p_6-7-6,6->7->6,1045,22,228,0.290909090909,0.341276595745,-0.0503675048356,-0.0843087279983,-0.0187616201276,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,7,0,loop_p_0-7-0,7->0->7,205,22,111,0.292682926829,0.627853881279,-0.335170954449,-0.416353426352,-0.261051705995,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,7,1,loop_p_1-7-1,7->1->7,1174,22,238,0.178023850085,0.406768414068,-0.228744563983,-0.254447513563,-0.204303867279,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,7,2,loop_p_2-7-2,7->2->7,617,22,201,0.218800648298,0.44499381953,-0.226193171232,-0.264509013335,-0.186757364539,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,7,3,loop_p_3-7-3,7->3->7,2035,22,245,0.16855036855,0.362482678142,-0.193932309591,-0.218979988178,-0.168345088745,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,7,4,loop_p_4-7-4,7->4->7,512,22,193,0.240234375,0.463411619283,-0.223177244283,-0.264552468933,-0.181289773593,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,7,5,loop_p_5-7-5,7->5->7,2633,22,243,0.564755032283,0.449930135072,0.11482489721,0.0715969016644,0.153191737125,0.000999500249875,True,2000,20260720,0.0012934709116
CAUSAL_HYSTERETIC_SEMANTIC,ASSESSMENT_2025,7,6,loop_p_6-7-6,7->6->7,1708,22,248,0.190866510539,0.376793994259,-0.185927483721,-0.211601001872,-0.159057767844,0.000999500249875,True,2000,20260720,0.0012934709116
