semantic_motif_id,motif_type,primitive_loop_id,repeat_depth,component_primitive_ids,full_path,closed_path,allowed_orientations,transition_length,legacy_cycle_ids,nested_completion_policy,primary_class_eligible,metadata_use,run_id,git_sha,contract_hash,data_snapshot_hash,dictionary_version,dictionary_hash,state_model_version,research_only,execution_enabled,order_placement,broker_connected,economic_outcomes_used,payoff_selection_used,production_runtime_modified,strategy_promotion,decision_id,symbol,session,decision_timestamp,event_timestamp,semantic_loop_id,source_artifact,source_hash
loop_c_3efe9a33a0dc,composite,loop_p_1-2-3-1,1,"['loop_p_1-3-1', 'loop_p_1-2-3-1']","[2, 3, 1, 3, 1, 2]","[2, 3, 1, 3, 1, 2]","[[2, 3, 1, 3, 1, 2]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_49f4bdbcfae5,composite,loop_p_1-3-1,1,"['loop_p_0-1-0', 'loop_p_1-3-1']","[3, 1, 0, 1, 3]","[3, 1, 0, 1, 3]","[[3, 1, 0, 1, 3]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_4f441e99b51a,composite,loop_p_3-4-6-3,1,"['loop_p_3-6-3', 'loop_p_3-4-6-3']","[4, 6, 3, 6, 3, 4]","[4, 6, 3, 6, 3, 4]","[[4, 6, 3, 6, 3, 4]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_58924b9c6bcf,composite,loop_p_0-3-0,1,"['loop_p_1-3-1', 'loop_p_0-3-0']","[0, 3, 1, 3, 0]","[0, 3, 1, 3, 0]","[[0, 3, 1, 3, 0]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_5c0ef00bd306,composite,loop_p_1-3-1,1,"['loop_p_3-6-3', 'loop_p_1-3-1']","[1, 3, 6, 3, 1]","[1, 3, 6, 3, 1]","[[1, 3, 6, 3, 1]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_5cf5f578e352,composite,loop_p_1-2-3-1,1,"['loop_p_1-2-1', 'loop_p_1-2-3-1']","[3, 1, 2, 1, 2, 3]","[3, 1, 2, 1, 2, 3]","[[3, 1, 2, 1, 2, 3]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_5d0124275a8e,composite,loop_p_5-6-5,1,"['loop_p_2-6-2', 'loop_p_5-6-5']","[5, 6, 2, 6, 5]","[5, 6, 2, 6, 5]","[[5, 6, 2, 6, 5]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_5d4d7e53f18e,composite,loop_p_1-4-3-1,1,"['loop_p_2-4-2', 'loop_p_1-4-3-1']","[1, 4, 2, 4, 3, 1]","[1, 4, 2, 4, 3, 1]","[[1, 4, 2, 4, 3, 1]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_636a92d46951,composite,loop_p_2-4-2,1,"['loop_p_1-2-1', 'loop_p_2-4-2']","[4, 2, 1, 2, 4]","[4, 2, 1, 2, 4]","[[4, 2, 1, 2, 4]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_64b408af2ffd,composite,loop_p_0-1-2-0,1,"['loop_p_0-1-0', 'loop_p_0-1-2-0']","[2, 0, 1, 0, 1, 2]","[2, 0, 1, 0, 1, 2]","[[2, 0, 1, 0, 1, 2]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_6697d2014ed9,composite,loop_p_0-3-1-2-0,1,"['loop_p_1-2-1', 'loop_p_0-3-1-2-0']","[3, 1, 2, 1, 2, 0, 3]","[3, 1, 2, 1, 2, 0, 3]","[[3, 1, 2, 1, 2, 0, 3]]",6,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_6ebde2dac568,composite,loop_p_5-6-5,1,"['loop_p_5-7-5', 'loop_p_5-6-5']","[6, 5, 7, 5, 6]","[6, 5, 7, 5, 6]","[[6, 5, 7, 5, 6]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_726ed939b5db,composite,loop_p_1-4-1,1,"['loop_p_1-3-1', 'loop_p_1-4-1']","[4, 1, 3, 1, 4]","[4, 1, 3, 1, 4]","[[4, 1, 3, 1, 4]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_753d667313a2,composite,loop_p_3-4-3,1,"['loop_p_1-3-1', 'loop_p_3-4-3']","[4, 3, 1, 3, 4]","[4, 3, 1, 3, 4]","[[4, 3, 1, 3, 4]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_7555feecf0bd,composite,loop_p_3-6-4-3,1,"['loop_p_2-4-2', 'loop_p_3-6-4-3']","[6, 4, 2, 4, 3, 6]","[6, 4, 2, 4, 3, 6]","[[6, 4, 2, 4, 3, 6]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_77f1ff80de94,composite,loop_p_0-1-0,1,"['loop_p_1-3-1', 'loop_p_0-1-0']","[0, 1, 3, 1, 0]","[0, 1, 3, 1, 0]","[[0, 1, 3, 1, 0]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_7b1e08cb263a,composite,loop_p_0-3-1-0,1,"['loop_p_1-2-1', 'loop_p_0-3-1-0']","[3, 1, 2, 1, 0, 3]","[3, 1, 2, 1, 0, 3]","[[3, 1, 2, 1, 0, 3]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_7dacd562214c,composite,loop_p_1-4-2-1,1,"['loop_p_1-2-1', 'loop_p_1-4-2-1']","[4, 2, 1, 2, 1, 4]","[4, 2, 1, 2, 1, 4]","[[4, 2, 1, 2, 1, 4]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_837fa98a4fef,composite,loop_p_3-4-3,1,"['loop_p_2-3-2', 'loop_p_3-4-3']","[4, 3, 2, 3, 4]","[4, 3, 2, 3, 4]","[[4, 3, 2, 3, 4]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_8a5d252124c2,composite,loop_p_1-4-2-1,1,"['loop_p_2-4-2', 'loop_p_1-4-2-1']","[1, 4, 2, 4, 2, 1]","[1, 4, 2, 4, 2, 1]","[[1, 4, 2, 4, 2, 1]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_8ef24da9b153,composite,loop_p_2-3-4-2,1,"['loop_p_1-3-1', 'loop_p_2-3-4-2']","[4, 2, 3, 1, 3, 4]","[4, 2, 3, 1, 3, 4]","[[4, 2, 3, 1, 3, 4]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_8f80b1a8dc38,composite,loop_p_1-3-2-1,1,"['loop_p_1-3-1', 'loop_p_1-3-2-1']","[2, 1, 3, 1, 3, 2]","[2, 1, 3, 1, 3, 2]","[[2, 1, 3, 1, 3, 2]]",5,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_902b45b4f96a,composite,loop_p_4-6-4,1,"['loop_p_2-4-2', 'loop_p_4-6-4']","[6, 4, 2, 4, 6]","[6, 4, 2, 4, 6]","[[6, 4, 2, 4, 6]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_93d7f6af31e3,composite,loop_p_0-3-0,1,"['loop_p_0-1-0', 'loop_p_0-3-0']","[3, 0, 1, 0, 3]","[3, 0, 1, 0, 3]","[[3, 0, 1, 0, 3]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_9587818ee09d,composite,loop_p_5-7-5,1,"['loop_p_2-5-2', 'loop_p_5-7-5']","[7, 5, 2, 5, 7]","[7, 5, 2, 5, 7]","[[7, 5, 2, 5, 7]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_96af33f193be,composite,loop_p_2-3-2,1,"['loop_p_3-6-3', 'loop_p_2-3-2']","[2, 3, 6, 3, 2]","[2, 3, 6, 3, 2]","[[2, 3, 6, 3, 2]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_99030e327e48,composite,loop_p_1-3-1,1,"['loop_p_0-3-0', 'loop_p_1-3-1']","[1, 3, 0, 3, 1]","[1, 3, 0, 3, 1]","[[1, 3, 0, 3, 1]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_9ca02731dc30,composite,loop_p_3-4-3,1,"['loop_p_1-4-1', 'loop_p_3-4-3']","[3, 4, 1, 4, 3]","[3, 4, 1, 4, 3]","[[3, 4, 1, 4, 3]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_9d816fe9ec1f,composite,loop_p_1-2-1,1,"['loop_p_1-4-1', 'loop_p_1-2-1']","[2, 1, 4, 1, 2]","[2, 1, 4, 1, 2]","[[2, 1, 4, 1, 2]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_a4b6f329c1f7,composite,loop_p_1-2-1,1,"['loop_p_2-4-2', 'loop_p_1-2-1']","[1, 2, 4, 2, 1]","[1, 2, 4, 2, 1]","[[1, 2, 4, 2, 1]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_c_adf4d5c735d3,composite,loop_p_3-6-3,1,"['loop_p_1-3-1', 'loop_p_3-6-3']","[6, 3, 1, 3, 6]","[6, 3, 1, 3, 6]","[[6, 3, 1, 3, 6]]",4,[],never_replaces_earlier_primitive_primary,False,nested_composite_sequence,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,,development structural motifs,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
