semantic_loop_id,primitive_loop_id,candidate_event_prevalence,b0_log_loss,b1_log_loss,b2_log_loss,b3_log_loss,b4_log_loss,b5_log_loss,strongest_retained_baseline,candidate_aware_model,baseline_log_loss,candidate_aware_log_loss,oof_log_loss_increment,relative_log_loss_improvement,brier_improvement,conditional_information_gain,calibration_error,quarter_consistency,stock_deletion_consistency,scored_fold_count,scored_decisions,information_qualified,run_id,git_sha,contract_hash,data_snapshot_hash,dictionary_version,dictionary_hash,state_model_version,research_only,execution_enabled,order_placement,broker_connected,economic_outcomes_used,payoff_selection_used,production_runtime_modified,strategy_promotion,decision_id,symbol,session,decision_timestamp,event_timestamp,source_artifact,source_hash
loop_p_1-2-3-4-1,loop_p_1-2-3-4-1,0.00333100312487,0.0224486600161,0.0210581856557,0.0171549617616,0.0161561314876,0.0208914627533,0.0211668144184,B4,C4,0.0208914627533,0.0209950248409,-0.000103562087539,-0.00495714870527,-3.65172120757e-05,0,0.00815357013961,0.25,0,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-2-4-1,loop_p_1-2-4-1,0.00873230684663,0.0501740056861,0.0435297468092,0.0364111683778,0.0348274072061,0.0402625093394,0.0435610049972,B4,C4,0.0402625093394,0.0405661927742,-0.000303683434856,-0.00754258589042,-4.72704719783e-05,0,0.00866064802454,0,0,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-2-4-3-1,loop_p_1-2-4-3-1,0.00442739608166,0.028503799313,0.0266433318599,0.021939343165,0.0209775576901,0.0250270408544,0.0267430251989,B4,C4,0.0250270408544,0.0250997239926,-7.2683138178e-05,-0.00290418426217,-1.30611813368e-05,0,0.00807880913592,0.75,0,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-2-4-6-3-1,loop_p_1-2-4-6-3-1,0.00106353104256,0.00839544749484,0.00803340327359,0.00700798244214,0.00803243112397,0.0131644783097,0.00820304861696,B5,C5,0.00820304861696,0.00629142318205,0.00191162543491,0.233038413421,-1.60137515808e-05,0.00275789253499,0.00074973813471,1,1,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-2-6-3-1,loop_p_1-2-6-3-1,0.00091714615187,0.00735954578788,0.00721348179792,0.00636330073285,0.00700796986317,0.0121477886478,0.00733542268155,B5,C5,0.00733542268155,0.00581576553876,0.00151965714279,0.207166949849,1.39663946664e-06,0.00219240182375,0.000742104975698,1,1,10,334734,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-1,loop_p_1-3-1,0.0789701673568,0.276872137908,0.21420106197,0.192363388308,0.189165354524,0.194591874308,0.213608016737,B4,C4,0.194591874308,0.196009873783,-0.00141799947508,-0.00728704361435,-0.000381498485525,0,0.015820063378,0,0,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-2-1,loop_p_1-3-2-1,0.00800635728668,0.0466945586804,0.0429050920429,0.037026119628,0.0355903116942,0.0402969296777,0.0430584127931,B4,C4,0.0402969296777,0.040956489838,-0.000659560160303,-0.0163675040649,-0.00013445355088,0,0.00739506530776,0,0,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-2-4-1,loop_p_1-3-2-4-1,0.000875321897387,0.00707824069203,0.00680554268253,0.00643441377708,0.00711607823997,0.0123833994863,0.00707361135001,B5,C5,0.00707361135001,0.00556354827719,0.00151006307282,0.213478377324,-6.76082036394e-05,0.00217856050658,0.000743787650433,1,1,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-4-1,loop_p_1-3-4-1,0.0101842059665,0.056929459078,0.0511269378151,0.0441404605131,0.0421150596226,0.0468002744346,0.0513221797355,B4,C4,0.0468002744346,0.0471933153693,-0.00039304093474,-0.00839826132409,-0.000114700822591,0,0.00912015325912,0,0,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-4-2-1,loop_p_1-3-4-2-1,0.00633338710737,0.0384368281902,0.0358979028756,0.0304861220179,0.0290758466921,0.0331185009793,0.0360356738158,B4,C4,0.0331185009793,0.0331485663745,-3.00653952288e-05,-0.000907812682935,-4.8582913219e-05,0,0.00830122327434,0.25,0.0909090909091,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-3-6-4-1,loop_p_1-3-6-4-1,0.00146086146014,0.0110649888379,0.0105143309362,0.00969031670147,0.0104840685272,0.0153763854678,0.0107429563304,B5,C5,0.0107429563304,0.00878935603928,0.00195360029111,0.181849411934,1.84551027955e-05,0.00281844945186,0.000463419709962,1,1,10,334734,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-4-1,loop_p_1-4-1,0.019845608752,0.0975280313547,0.0786248273044,0.070898497712,0.0713488421891,0.0767811458571,0.0786307877666,B4,C4,0.0767811458571,0.0776720314141,-0.000890885557064,-0.0116029208358,-0.000231703553153,0,0.00957193343996,0,0,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-4-2-1,loop_p_1-4-2-1,0.0128012093184,0.0685540768675,0.0594919848313,0.0488632730749,0.0468537943988,0.0513741740738,0.0596188840017,B4,C4,0.0513741740738,0.0518429168962,-0.000468742822421,-0.00912409456449,-0.000134978088439,0,0.00873194779519,0.25,0,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-4-2-3-1,loop_p_1-4-2-3-1,0.00489045032772,0.0309330258064,0.0288241720681,0.0236658096555,0.0217554920813,0.0258997894122,0.0288522462241,B4,C4,0.0258997894122,0.0258745049321,2.52844801121e-05,0.000976242691,2.27706371394e-05,3.64777940692e-05,0.00792937491178,0.5,0.863636363636,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-4-3-1,loop_p_1-4-3-1,0.013864740361,0.073147257304,0.065047543919,0.0528387027106,0.0502594638974,0.0550760206521,0.0652884976649,B4,C4,0.0550760206521,0.0559054561967,-0.000829435544617,-0.0150598306631,-0.000238813053643,0,0.00879879697395,0,0,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-4-3-2-1,loop_p_1-4-3-2-1,0.00138318784468,0.0105730575016,0.0100002501624,0.00862639231871,0.00915084925146,0.0142570681851,0.0101573350162,B5,C5,0.0101573350162,0.00738848446564,0.00276885055059,0.272596162888,3.48013875242e-05,0.0039946069583,0.000438075256677,1,1,10,334734,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-4-6-3-1,loop_p_1-4-6-3-1,0.00337880227285,0.0226500647467,0.0212796710545,0.0185355132384,0.0182221684912,0.0231876946006,0.0214524708838,B5,C5,0.0214524708838,0.0167584895019,0.00469398138189,0.21880842572,0.000168812311744,0.00677198366168,0.00033484313279,1,1,10,334734,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-5-2-1,loop_p_1-5-2-1,0.00091714615187,0.00735842860324,0.00687459339074,0.00581851986774,0.00707323880443,0.0126756007074,0.00685837498268,B5,C5,0.00685837498268,0.00569562187219,0.0011627531105,0.169537698571,5.26921696262e-05,0.00167749814629,0.000657310804947,0.75,1,10,334734,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_1-6-3-1,loop_p_1-6-3-1,0.000881296790885,0.00713209612773,0.00654646314696,0.00596175395584,0.00695824351891,0.0125035417507,0.00672563223102,B5,C5,0.00672563223102,0.00515602997843,0.00156960225259,0.233376164303,4.08286228691e-05,0.00226445738598,0.000577680058016,1,1,10,334734,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_2-3-2,loop_p_2-3-2,0.0156542209635,0.0807707000995,0.0696446450943,0.0629878512433,0.0627656789412,0.067588347863,0.069815540566,B4,C4,0.067588347863,0.0681533043443,-0.000564956481257,-0.00835878519182,-0.000166815157773,0,0.0102822042932,0,0,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_2-3-4-2,loop_p_2-3-4-2,0.0161172752096,0.082691508074,0.0733230943403,0.0625955137765,0.0589687320382,0.0628868730833,0.0733224809439,B4,C4,0.0628868730833,0.0635317885396,-0.000644915456301,-0.0102551681246,-0.0001389500142,0,0.00883568949364,0,0,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_2-3-5-2,loop_p_2-3-5-2,0.00111431763729,0.00874883102014,0.00795686354132,0.0066335852143,0.00749604547067,0.0126968697343,0.0078329781039,B5,C5,0.0078329781039,0.00607083746126,0.00176214064264,0.224964326373,7.45029764298e-05,0.00254223156649,0.000386127028201,1,1,10,334734,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_2-3-6-2,loop_p_2-3-6-2,0.00242879420674,0.0171439162422,0.0153689797713,0.0140966864493,0.0147814140322,0.0201446205987,0.0155073124653,B5,C5,0.0155073124653,0.0132583667986,0.00224894566673,0.145024850164,9.6082728359e-05,0.00324454276062,0.000183674432825,1,1,10,334734,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_2-3-6-4-2,loop_p_2-3-6-4-2,0.00272455143487,0.0191524928896,0.0182323375306,0.0156642520191,0.0155229982562,0.020647453129,0.018338591596,B5,C5,0.018338591596,0.0139780676524,0.00436052394361,0.237778562262,0.000136124496967,0.00629090626913,0.0015969592584,1,1,10,334734,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_2-3-6-5-2,loop_p_2-3-6-5-2,0.00203445123591,0.0147859009363,0.0134512451786,0.0114083942175,0.0117732849217,0.016789692668,0.0135277098514,B5,C5,0.0135277098514,0.00965827491166,0.00386943493971,0.286037694645,0.000138915177536,0.00558241459856,0.000742360422474,0.75,1,10,334734,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_2-4-2,loop_p_2-4-2,0.0472136084174,0.190403084466,0.146022557152,0.131290897252,0.132312354409,0.140581804582,0.145616963309,B4,C4,0.140581804582,0.14214173075,-0.00155992616812,-0.0110962167028,-0.000357210541091,0,0.00484740232144,0,0,10,334734,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_2-4-3-2,loop_p_2-4-3-2,0.00415553842753,0.026962390262,0.0240405036853,0.0208253169312,0.020199569592,0.0247141110573,0.0241825598276,B5,C5,0.0241825598276,0.019133387823,0.00504917200462,0.208793942437,0.000213292685956,0.00728441541166,0.000562442295239,1,1,10,334734,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_2-4-5-2,loop_p_2-4-5-2,0.00300238398251,0.0205024773425,0.0177202897196,0.0148000799718,0.0150085917036,0.0201874412043,0.0178925023449,B5,C5,0.0178925023449,0.0136838927783,0.00420860956661,0.235216376417,0.000314463722323,0.00607174015078,0.000661491909776,1,1,10,334734,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_2-4-6-2,loop_p_2-4-6-2,0.00278430036985,0.0191998585293,0.0167332619221,0.0146043360315,0.0147708390435,0.0211771041083,0.016862385004,B5,C5,0.016862385004,0.0132660163589,0.00359636864514,0.213277578722,0.000172823197568,0.00518846320955,0.000651645784166,1,1,10,334734,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_2-4-6-3-2,loop_p_2-4-6-3-2,0.00129356444221,0.00997037146637,0.00930571166274,0.00802311244794,0.00890771077627,0.0139994295628,0.00952319955994,B5,C5,0.00952319955994,0.00721321351187,0.00230998604807,0.242564070356,3.98870683945e-05,0.00333260541608,0.000707724534129,0.75,1,10,334734,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,chronological structural folds,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
